Stations,Radius(m),Load(Mbps),PktSize,UseTCP,RateCtrl,MaxAmpdu,RtsCtsTh,Utilization(%),Throughput(Mbps),LossRate(%),AvgDelay(ms),CollisionRate(%),AggRatio
1,5,5,1500,UDP,Fixed,65535,65535,3.90204,4.63534,0,0.0784199,0,0.972308
1,5,5,100,UDP,Fixed,65535,65535,30.4414,5.82164,0.0404396,0.141427,0.00703569,1.23901
1,5,5,1500,UDP,Auto,65535,65535,4.11212,4.63534,0,0.0863093,0,0.972308
1,5,5,100,UDP,Auto,65535,65535,30.5392,5.82154,0.0421978,0.142678,0.00351791,1.24248
