Stations,Radius(m),Load(Mbps),PktSize,UseTCP,RateCtrl,MaxAmpdu,RtsCtsTh,Utilization(%),Throughput(Mbps),LossRate(%),AvgDelay(ms),CollisionRate(%),AggRatio
1,10,5,1500,UDP,Auto,65535,0,6.30836,4.94053,0,0.170165,0.0494805,0.493609
10,10,50,1500,UDP,Auto,65535,0,52.5022,49.2994,0.214433,3.21904,0.045453,0.647521
1,10,5,100,UDP,Auto,65535,0,41.1995,6.20704,0.0153952,0.278079,0.0076987,0.905694
10,10,50,100,UDP,Auto,65535,0,62.9205,61.7535,0.525911,56.9383,0.00336647,11.8692
