Stations,Radius(m),Load(Mbps),PktSize,UseTCP,RateCtrl,MaxAmpdu,RtsCtsTh,Utilization(%),Throughput(Mbps),LossRate(%),AvgDelay(ms),CollisionRate(%),AggRatio
10,5,50,1500,UDP,Fixed,65535,65535,41.8796,46.3082,0.0975738,1.373,106.061,1.03692
10,5,50,100,UDP,Fixed,65535,65535,58.5493,57.9741,0.456615,22.7187,128.474,16.5435
10,5,50,1500,UDP,Auto,65535,65535,85.9316,40.3575,12.9351,91.1625,105.396,5.98098
10,5,50,100,UDP,Auto,65535,65535,85.372,23.2216,60.1278,2256.88,109.575,36.7839
