Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
15.9889	gNB PHY Rxed	1598	8	0	1	0	0	SRS
16.0689	gNB PHY Rxed	1606	8	0	1	0	0	SRS
16.1489	gNB PHY Rxed	1614	8	0	1	0	0	SRS
16.2289	gNB PHY Rxed	1622	8	0	1	0	0	SRS
16.3089	gNB PHY Rxed	1630	8	0	1	0	0	SRS
16.3889	gNB PHY Rxed	1638	8	0	1	0	0	SRS
16.4689	gNB PHY Rxed	1646	8	0	1	0	0	SRS
16.503	gNB PHY Rxed	1650	2	0	1	0	0	SR
16.5489	gNB PHY Rxed	1654	8	0	1	0	0	SRS
16.6289	gNB PHY Rxed	1662	8	0	1	0	0	SRS
16.7089	gNB PHY Rxed	1670	8	0	1	0	0	SRS
16.7889	gNB PHY Rxed	1678	8	0	1	0	0	SRS
16.8689	gNB PHY Rxed	1686	8	0	1	0	0	SRS
16.9489	gNB PHY Rxed	1694	8	0	1	0	0	SRS
17.0289	gNB PHY Rxed	1702	8	0	1	0	0	SRS
17.1089	gNB PHY Rxed	1710	8	0	1	0	0	SRS
17.1889	gNB PHY Rxed	1718	8	0	1	0	0	SRS
17.2689	gNB PHY Rxed	1726	8	0	1	0	0	SRS
17.3489	gNB PHY Rxed	1734	8	0	1	0	0	SRS
17.4289	gNB PHY Rxed	1742	8	0	1	0	0	SRS
17.5089	gNB PHY Rxed	1750	8	0	1	0	0	SRS
17.5889	gNB PHY Rxed	1758	8	0	1	0	0	SRS
17.6689	gNB PHY Rxed	1766	8	0	1	0	0	SRS
17.7489	gNB PHY Rxed	1774	8	0	1	0	0	SRS
17.8289	gNB PHY Rxed	1782	8	0	1	0	0	SRS
17.9089	gNB PHY Rxed	1790	8	0	1	0	0	SRS
17.9889	gNB PHY Rxed	1798	8	0	1	0	0	SRS
18.0689	gNB PHY Rxed	1806	8	0	1	0	0	SRS
18.1489	gNB PHY Rxed	1814	8	0	1	0	0	SRS
18.2289	gNB PHY Rxed	1822	8	0	1	0	0	SRS
18.3089	gNB PHY Rxed	1830	8	0	1	0	0	SRS
18.3889	gNB PHY Rxed	1838	8	0	1	0	0	SRS
18.4689	gNB PHY Rxed	1846	8	0	1	0	0	SRS
18.503	gNB PHY Rxed	1850	2	0	1	0	0	SR
18.5489	gNB PHY Rxed	1854	8	0	1	0	0	SRS
18.6289	gNB PHY Rxed	1862	8	0	1	0	0	SRS
18.7089	gNB PHY Rxed	1870	8	0	1	0	0	SRS
18.7889	gNB PHY Rxed	1878	8	0	1	0	0	SRS
18.8689	gNB PHY Rxed	1886	8	0	1	0	0	SRS
18.9489	gNB PHY Rxed	1894	8	0	1	0	0	SRS
19.0289	gNB PHY Rxed	1902	8	0	1	0	0	SRS
19.1089	gNB PHY Rxed	1910	8	0	1	0	0	SRS
19.1889	gNB PHY Rxed	1918	8	0	1	0	0	SRS
19.2689	gNB PHY Rxed	1926	8	0	1	0	0	SRS
19.3489	gNB PHY Rxed	1934	8	0	1	0	0	SRS
19.4289	gNB PHY Rxed	1942	8	0	1	0	0	SRS
19.5089	gNB PHY Rxed	1950	8	0	1	0	0	SRS
19.5889	gNB PHY Rxed	1958	8	0	1	0	0	SRS
19.6689	gNB PHY Rxed	1966	8	0	1	0	0	SRS
19.7489	gNB PHY Rxed	1974	8	0	1	0	0	SRS
19.8289	gNB PHY Rxed	1982	8	0	1	0	0	SRS
19.9089	gNB PHY Rxed	1990	8	0	1	0	0	SRS
19.9889	gNB PHY Rxed	1998	8	0	1	0	0	SRS
