Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
5.585	1	0	1	-93.8636
5.586	1	0	1	-93.8639
5.59	1	0	1	-93.8654
5.595	1	0	1	-93.8672
5.6	1	0	1	-93.869
5.605	1	0	1	-93.8708
5.61	1	0	1	-93.8726
5.615	1	0	1	-93.8744
5.62	1	0	1	-93.8762
5.625	1	0	1	-93.8781
5.63	1	0	1	-93.8799
5.635	1	0	1	-93.8817
5.64	1	0	1	-93.8835
5.645	1	0	1	-93.8853
5.65	1	0	1	-93.8871
5.655	1	0	1	-93.8889
5.66	1	0	1	-93.8907
5.665	1	0	1	-93.8926
5.666	1	0	1	-93.8929
5.67	1	0	1	-93.8944
5.675	1	0	1	-93.8962
5.68	1	0	1	-93.898
5.685	1	0	1	-93.8998
5.69	1	0	1	-93.9016
5.695	1	0	1	-93.9034
5.7	1	0	1	-93.9052
5.705	1	0	1	-93.9071
5.71	1	0	1	-93.9089
5.715	1	0	1	-93.9107
5.72	1	0	1	-93.9125
5.725	1	0	1	-93.9143
5.73	1	0	1	-93.9161
5.735	1	0	1	-93.9179
5.74	1	0	1	-93.9198
5.745	1	0	1	-93.9216
5.746	1	0	1	-93.9219
5.75	1	0	1	-93.9234
5.755	1	0	1	-93.9252
5.76	1	0	1	-93.927
5.765	1	0	1	-93.9288
5.77	1	0	1	-93.9307
5.775	1	0	1	-93.9325
5.78	1	0	1	-93.9343
5.785	1	0	1	-93.9361
5.79	1	0	1	-93.9379
5.795	1	0	1	-93.9397
5.8	1	0	1	-93.9415
5.805	1	0	1	-93.9434
5.81	1	0	1	-93.9452
5.815	1	0	1	-93.947
5.82	1	0	1	-93.9488
5.825	1	0	1	-93.9506
5.826	1	0	1	-93.951
5.83	1	0	1	-93.9525
5.835	1	0	1	-93.9543
5.84	1	0	1	-93.9561
5.845	1	0	1	-93.9579
5.85	1	0	1	-93.9597
5.855	1	0	1	-93.9615
5.86	1	0	1	-93.9634
5.865	1	0	1	-93.9652
5.87	1	0	1	-93.967
5.875	1	0	1	-93.9688
5.88	1	0	1	-93.9706
5.885	1	0	1	-93.9724
5.89	1	0	1	-93.9743
5.895	1	0	1	-93.9761
5.9	1	0	1	-93.9779
5.905	1	0	1	-93.9797
5.906	1	0	1	-93.9801
5.91	1	0	1	-93.9815
5.915	1	0	1	-93.9834
5.92	1	0	1	-93.9852
5.925	1	0	1	-93.987
5.93	1	0	1	-93.9888
5.935	1	0	1	-93.9906
5.94	1	0	1	-93.9925
5.945	1	0	1	-93.9943
5.95	1	0	1	-93.9961
5.955	1	0	1	-93.9979
5.96	1	0	1	-93.9997
5.965	1	0	1	-94.0016
5.97	1	0	1	-94.0034
5.975	1	0	1	-94.0052
5.98	1	0	1	-94.007
5.985	1	0	1	-94.0088
5.986	1	0	1	-94.0092
5.99	1	0	1	-94.0107
5.995	1	0	1	-94.0125
6	1	0	1	-94.0143
6.005	1	0	1	-94.0161
6.01	1	0	1	-94.018
6.015	1	0	1	-94.0198
6.02	1	0	1	-94.0216
6.025	1	0	1	-94.0234
6.03	1	0	1	-94.0252
6.035	1	0	1	-94.0271
6.04	1	0	1	-94.0289
6.045	1	0	1	-94.0307
6.05	1	0	1	-94.0325
6.055	1	0	1	-94.0344
6.06	1	0	1	-94.0362
6.065	1	0	1	-94.038
6.066	1	0	1	-94.0384
6.07	1	0	1	-94.0398
6.075	1	0	1	-94.0417
6.08	1	0	1	-94.0435
6.085	1	0	1	-94.0453
6.09	1	0	1	-94.0471
6.095	1	0	1	-94.0489
6.1	1	0	1	-94.0508
6.105	1	0	1	-94.0526
6.11	1	0	1	-94.0544
6.115	1	0	1	-94.0562
6.12	1	0	1	-94.0581
6.125	1	0	1	-94.0599
6.13	1	0	1	-94.0617
6.135	1	0	1	-94.0635
6.14	1	0	1	-94.0654
6.145	1	0	1	-94.0672
6.146	1	0	1	-94.0676
6.15	1	0	1	-94.069
6.155	1	0	1	-94.0708
6.16	1	0	1	-94.0727
6.165	1	0	1	-94.0745
6.17	1	0	1	-94.0763
6.175	1	0	1	-94.0781
6.18	1	0	1	-94.08
6.185	1	0	1	-94.0818
6.19	1	0	1	-94.0836
6.195	1	0	1	-94.0855
6.2	1	0	1	-94.0873
6.205	1	0	1	-94.0891
6.21	1	0	1	-94.0909
6.215	1	0	1	-94.0928
6.22	1	0	1	-94.0946
6.225	1	0	1	-94.0964
6.226	1	0	1	-94.0968
6.23	1	0	1	-94.0982
6.235	1	0	1	-94.1001
6.24	1	0	1	-94.1019
6.245	1	0	1	-94.1037
6.25	1	0	1	-94.1056
6.255	1	0	1	-94.1074
6.26	1	0	1	-94.1092
6.265	1	0	1	-94.111
6.27	1	0	1	-94.1129
6.275	1	0	1	-94.1147
6.28	1	0	1	-94.1165
6.285	1	0	1	-94.1183
6.29	1	0	1	-94.1202
6.295	1	0	1	-94.122
6.3	1	0	1	-94.1238
6.305	1	0	1	-94.1257
6.306	1	0	1	-94.126
6.31	1	0	1	-94.1275
6.315	1	0	1	-94.1293
6.32	1	0	1	-94.1312
6.325	1	0	1	-94.133
6.33	1	0	1	-94.1348
6.335	1	0	1	-94.1366
6.34	1	0	1	-94.1385
6.345	1	0	1	-94.1403
6.35	1	0	1	-94.1421
6.355	1	0	1	-94.144
6.36	1	0	1	-94.1458
6.365	1	0	1	-94.1476
6.37	1	0	1	-94.1495
6.375	1	0	1	-94.1513
6.38	1	0	1	-94.1531
6.385	1	0	1	-94.1549
6.386	1	0	1	-94.1553
6.39	1	0	1	-94.1568
6.395	1	0	1	-94.1586
6.4	1	0	1	-94.1604
6.405	1	0	1	-94.1623
6.41	1	0	1	-94.1641
6.415	1	0	1	-94.1659
6.42	1	0	1	-94.1678
6.425	1	0	1	-94.1696
6.43	1	0	1	-94.1714
6.435	1	0	1	-94.1733
6.44	1	0	1	-94.1751
6.445	1	0	1	-94.1769
6.45	1	0	1	-94.1788
6.455	1	0	1	-94.1806
6.46	1	0	1	-94.1824
6.465	1	0	1	-94.1843
6.466	1	0	1	-94.1846
6.47	1	0	1	-94.1861
6.475	1	0	1	-94.1879
6.48	1	0	1	-94.1898
6.485	1	0	1	-94.1916
6.49	1	0	1	-94.1934
6.495	1	0	1	-94.1953
6.5	1	0	1	-94.1971
6.505	1	0	1	-94.1989
6.51	1	0	1	-94.2008
6.511	1	0	1	-94.2011
6.512	1	0	1	-94.2015
6.515	1	0	1	-94.2026
6.517	1	0	1	-94.2033
6.52	1	0	1	-94.2044
6.525	1	0	1	-94.2063
6.53	1	0	1	-94.2081
6.535	1	0	1	-94.2099
6.54	1	0	1	-94.2118
6.545	1	0	1	-94.2136
6.546	1	0	1	-94.214
6.55	1	0	1	-94.2154
6.555	1	0	1	-94.2173
6.56	1	0	1	-94.2191
6.565	1	0	1	-94.2209
6.57	1	0	1	-94.2228
6.575	1	0	1	-94.2246
6.58	1	0	1	-94.2264
6.585	1	0	1	-94.2283
6.59	1	0	1	-94.2301
6.595	1	0	1	-94.2319
6.6	1	0	1	-94.2338
6.605	1	0	1	-94.2356
6.61	1	0	1	-94.2375
6.615	1	0	1	-94.2393
6.62	1	0	1	-94.2411
6.625	1	0	1	-94.243
6.626	1	0	1	-94.2433
6.63	1	0	1	-94.2448
6.635	1	0	1	-94.2466
6.64	1	0	1	-94.2485
6.645	1	0	1	-94.2503
6.65	1	0	1	-94.2521
6.655	1	0	1	-94.254
6.66	1	0	1	-94.2558
6.665	1	0	1	-94.2577
6.67	1	0	1	-94.2595
6.675	1	0	1	-94.2613
6.68	1	0	1	-94.2632
6.685	1	0	1	-94.265
6.69	1	0	1	-94.2668
6.695	1	0	1	-94.2687
6.7	1	0	1	-94.2705
6.705	1	0	1	-94.2724
6.706	1	0	1	-94.2727
6.71	1	0	1	-94.2742
6.715	1	0	1	-94.276
6.72	1	0	1	-94.2779
6.725	1	0	1	-94.2797
6.73	1	0	1	-94.2815
6.735	1	0	1	-94.2834
6.74	1	0	1	-94.2852
6.745	1	0	1	-94.2871
6.75	1	0	1	-94.2889
6.755	1	0	1	-94.2907
6.76	1	0	1	-94.2926
6.765	1	0	1	-94.2944
6.77	1	0	1	-94.2963
6.775	1	0	1	-94.2981
6.78	1	0	1	-94.2999
6.785	1	0	1	-94.3018
6.786	1	0	1	-94.3021
6.79	1	0	1	-94.3036
6.795	1	0	1	-94.3055
6.8	1	0	1	-94.3073
6.805	1	0	1	-94.3091
6.81	1	0	1	-94.311
6.815	1	0	1	-94.3128
6.82	1	0	1	-94.3147
6.825	1	0	1	-94.3165
6.83	1	0	1	-94.3183
6.835	1	0	1	-94.3202
6.84	1	0	1	-94.322
6.845	1	0	1	-94.3239
6.85	1	0	1	-94.3257
6.855	1	0	1	-94.3275
6.86	1	0	1	-94.3294
6.865	1	0	1	-94.3312
6.866	1	0	1	-94.3316
6.87	1	0	1	-94.3331
6.875	1	0	1	-94.3349
6.88	1	0	1	-94.3367
6.885	1	0	1	-94.3386
6.89	1	0	1	-94.3404
6.895	1	0	1	-94.3423
6.9	1	0	1	-94.3441
6.905	1	0	1	-94.346
6.91	1	0	1	-94.3478
6.915	1	0	1	-94.3496
6.92	1	0	1	-94.3515
6.925	1	0	1	-94.3533
6.93	1	0	1	-94.3552
6.935	1	0	1	-94.357
6.94	1	0	1	-94.3589
6.945	1	0	1	-94.3607
6.946	1	0	1	-94.3611
6.95	1	0	1	-94.3625
6.955	1	0	1	-94.3644
6.96	1	0	1	-94.3662
6.965	1	0	1	-94.3681
6.97	1	0	1	-94.3699
6.975	1	0	1	-94.3718
6.98	1	0	1	-94.3736
6.985	1	0	1	-94.3754
6.99	1	0	1	-94.3773
6.995	1	0	1	-94.3791
7	1	0	1	-94.381
7.005	1	0	1	-94.3828
7.01	1	0	1	-94.3847
7.015	1	0	1	-94.3865
7.02	1	0	1	-94.3884
7.025	1	0	1	-94.3902
7.026	1	0	1	-94.3906
7.03	1	0	1	-94.392
7.035	1	0	1	-94.3939
7.04	1	0	1	-94.3957
7.045	1	0	1	-94.3976
7.05	1	0	1	-94.3994
7.055	1	0	1	-94.4013
7.06	1	0	1	-94.4031
7.065	1	0	1	-94.405
7.07	1	0	1	-94.4068
7.075	1	0	1	-94.4086
7.08	1	0	1	-94.4105
7.085	1	0	1	-94.4123
7.09	1	0	1	-94.4142
7.095	1	0	1	-94.416
7.1	1	0	1	-94.4179
7.105	1	0	1	-94.4197
7.106	1	0	1	-94.4201
7.11	1	0	1	-94.4216
7.115	1	0	1	-94.4234
7.12	1	0	1	-94.4253
7.125	1	0	1	-94.4271
7.13	1	0	1	-94.429
7.135	1	0	1	-94.4308
7.14	1	0	1	-94.4326
7.145	1	0	1	-94.4345
7.15	1	0	1	-94.4363
7.155	1	0	1	-94.4382
7.16	1	0	1	-94.44
7.165	1	0	1	-94.4419
7.17	1	0	1	-94.4437
7.175	1	0	1	-94.4456
7.18	1	0	1	-94.4474
7.185	1	0	1	-94.4493
7.186	1	0	1	-94.4496
7.19	1	0	1	-94.4511
7.195	1	0	1	-94.453
7.2	1	0	1	-94.4548
7.205	1	0	1	-94.4567
7.21	1	0	1	-94.4585
7.215	1	0	1	-94.4604
7.22	1	0	1	-94.4622
7.225	1	0	1	-94.4641
7.23	1	0	1	-94.4659
7.235	1	0	1	-94.4677
7.24	1	0	1	-94.4696
7.245	1	0	1	-94.4714
7.25	1	0	1	-94.4733
7.255	1	0	1	-94.4751
7.26	1	0	1	-94.477
7.265	1	0	1	-94.4788
7.266	1	0	1	-94.4792
7.27	1	0	1	-94.4807
7.275	1	0	1	-94.4825
7.28	1	0	1	-94.4844
7.285	1	0	1	-94.4862
7.29	1	0	1	-94.4881
7.295	1	0	1	-94.4899
7.3	1	0	1	-94.4918
7.305	1	0	1	-94.4936
7.31	1	0	1	-94.4955
7.315	1	0	1	-94.4973
7.32	1	0	1	-94.4992
7.325	1	0	1	-94.501
7.33	1	0	1	-94.5029
7.335	1	0	1	-94.5047
7.34	1	0	1	-94.5066
7.345	1	0	1	-94.5084
7.346	1	0	1	-94.5088
7.35	1	0	1	-94.5103
7.355	1	0	1	-94.5121
7.36	1	0	1	-94.514
7.365	1	0	1	-94.5158
7.37	1	0	1	-94.5177
7.375	1	0	1	-94.5195
7.38	1	0	1	-94.5214
7.385	1	0	1	-94.5232
7.39	1	0	1	-94.5251
7.395	1	0	1	-94.5269
7.4	1	0	1	-94.5288
7.405	1	0	1	-94.5306
7.41	1	0	1	-94.5325
7.415	1	0	1	-94.5343
7.42	1	0	1	-94.5362
7.425	1	0	1	-94.5381
7.426	1	0	1	-94.5384
7.43	1	0	1	-94.5399
7.435	1	0	1	-94.5418
7.44	1	0	1	-94.5436
7.445	1	0	1	-94.5455
7.45	1	0	1	-94.5473
7.455	1	0	1	-94.5492
7.46	1	0	1	-94.551
7.465	1	0	1	-94.5529
7.47	1	0	1	-94.5547
7.475	1	0	1	-94.5566
7.48	1	0	1	-94.5584
7.485	1	0	1	-94.5603
7.49	1	0	1	-94.5621
7.495	1	0	1	-94.564
7.5	1	0	1	-94.5658
7.505	1	0	1	-94.5677
7.506	1	0	1	-94.5681
7.51	1	0	1	-94.5695
7.515	1	0	1	-94.5714
7.52	1	0	1	-94.5733
7.525	1	0	1	-94.5751
7.53	1	0	1	-94.577
7.535	1	0	1	-94.5788
7.54	1	0	1	-94.5807
7.545	1	0	1	-94.5825
7.55	1	0	1	-94.5844
7.555	1	0	1	-94.5862
7.56	1	0	1	-94.5881
7.565	1	0	1	-94.5899
7.57	1	0	1	-94.5918
7.575	1	0	1	-94.5936
7.58	1	0	1	-94.5955
7.585	1	0	1	-94.5974
7.586	1	0	1	-94.5977
7.59	1	0	1	-94.5992
7.595	1	0	1	-94.6011
7.6	1	0	1	-94.6029
7.605	1	0	1	-94.6048
7.61	1	0	1	-94.6066
7.615	1	0	1	-94.6085
7.62	1	0	1	-94.6103
7.625	1	0	1	-94.6122
7.63	1	0	1	-94.614
7.635	1	0	1	-94.6159
7.64	1	0	1	-94.6178
7.645	1	0	1	-94.6196
7.65	1	0	1	-94.6215
7.655	1	0	1	-94.6233
7.66	1	0	1	-94.6252
7.665	1	0	1	-94.627
7.666	1	0	1	-94.6274
7.67	1	0	1	-94.6289
7.675	1	0	1	-94.6307
7.68	1	0	1	-94.6326
7.685	1	0	1	-94.6345
7.69	1	0	1	-94.6363
7.695	1	0	1	-94.6382
7.7	1	0	1	-94.64
7.705	1	0	1	-94.6419
7.71	1	0	1	-94.6437
7.715	1	0	1	-94.6456
7.72	1	0	1	-94.6474
7.725	1	0	1	-94.6493
7.73	1	0	1	-94.6512
7.735	1	0	1	-94.653
7.74	1	0	1	-94.6549
7.745	1	0	1	-94.6567
7.746	1	0	1	-94.6571
7.75	1	0	1	-94.6586
7.755	1	0	1	-94.6604
7.76	1	0	1	-94.6623
7.765	1	0	1	-94.6642
7.77	1	0	1	-94.666
7.775	1	0	1	-94.6679
7.78	1	0	1	-94.6697
7.785	1	0	1	-94.6716
7.79	1	0	1	-94.6734
7.795	1	0	1	-94.6753
7.8	1	0	1	-94.6772
7.805	1	0	1	-94.679
7.81	1	0	1	-94.6809
7.815	1	0	1	-94.6827
7.82	1	0	1	-94.6846
7.825	1	0	1	-94.6865
7.826	1	0	1	-94.6868
7.83	1	0	1	-94.6883
7.835	1	0	1	-94.6902
7.84	1	0	1	-94.692
7.845	1	0	1	-94.6939
7.85	1	0	1	-94.6957
7.855	1	0	1	-94.6976
7.86	1	0	1	-94.6995
7.865	1	0	1	-94.7013
7.87	1	0	1	-94.7032
7.875	1	0	1	-94.705
7.88	1	0	1	-94.7069
7.885	1	0	1	-94.7088
7.89	1	0	1	-94.7106
7.895	1	0	1	-94.7125
7.9	1	0	1	-94.7143
7.905	1	0	1	-94.7162
7.906	1	0	1	-94.7166
7.91	1	0	1	-94.718
7.915	1	0	1	-94.7199
7.92	1	0	1	-94.7218
7.925	1	0	1	-94.7236
7.93	1	0	1	-94.7255
7.935	1	0	1	-94.7273
7.94	1	0	1	-94.7292
7.945	1	0	1	-94.7311
7.95	1	0	1	-94.7329
7.955	1	0	1	-94.7348
7.96	1	0	1	-94.7366
7.965	1	0	1	-94.7385
7.97	1	0	1	-94.7404
7.975	1	0	1	-94.7422
7.98	1	0	1	-94.7441
7.985	1	0	1	-94.7459
7.986	1	0	1	-94.7463
7.99	1	0	1	-94.7478
7.995	1	0	1	-94.7497
8	1	0	1	-94.7515
8.005	1	0	1	-94.7534
8.01	1	0	1	-94.7552
8.015	1	0	1	-94.7571
8.02	1	0	1	-94.759
8.025	1	0	1	-94.7608
8.03	1	0	1	-94.7627
8.035	1	0	1	-94.7646
8.04	1	0	1	-94.7664
8.045	1	0	1	-94.7683
8.05	1	0	1	-94.7701
8.055	1	0	1	-94.772
8.06	1	0	1	-94.7739
8.065	1	0	1	-94.7757
8.066	1	0	1	-94.7761
8.07	1	0	1	-94.7776
8.075	1	0	1	-94.7794
8.08	1	0	1	-94.7813
8.085	1	0	1	-94.7832
8.09	1	0	1	-94.785
8.095	1	0	1	-94.7869
8.1	1	0	1	-94.7888
8.105	1	0	1	-94.7906
8.11	1	0	1	-94.7925
8.115	1	0	1	-94.7943
8.12	1	0	1	-94.7962
8.125	1	0	1	-94.7981
8.13	1	0	1	-94.7999
8.135	1	0	1	-94.8018
8.14	1	0	1	-94.8037
8.145	1	0	1	-94.8055
8.146	1	0	1	-94.8059
8.15	1	0	1	-94.8074
8.155	1	0	1	-94.8092
8.16	1	0	1	-94.8111
8.165	1	0	1	-94.813
8.17	1	0	1	-94.8148
8.175	1	0	1	-94.8167
8.18	1	0	1	-94.8186
8.185	1	0	1	-94.8204
8.19	1	0	1	-94.8223
8.195	1	0	1	-94.8241
8.2	1	0	1	-94.826
8.205	1	0	1	-94.8279
8.21	1	0	1	-94.8297
8.215	1	0	1	-94.8316
8.22	1	0	1	-94.8335
8.225	1	0	1	-94.8353
8.226	1	0	1	-94.8357
8.23	1	0	1	-94.8372
8.235	1	0	1	-94.8391
8.24	1	0	1	-94.8409
8.245	1	0	1	-94.8428
8.25	1	0	1	-94.8446
8.255	1	0	1	-94.8465
8.26	1	0	1	-94.8484
8.265	1	0	1	-94.8502
8.27	1	0	1	-94.8521
8.275	1	0	1	-94.854
8.28	1	0	1	-94.8558
8.285	1	0	1	-94.8577
8.29	1	0	1	-94.8596
8.295	1	0	1	-94.8614
8.3	1	0	1	-94.8633
8.305	1	0	1	-94.8652
8.306	1	0	1	-94.8655
8.31	1	0	1	-94.867
8.315	1	0	1	-94.8689
8.32	1	0	1	-94.8707
8.325	1	0	1	-94.8726
8.33	1	0	1	-94.8745
8.335	1	0	1	-94.8763
8.34	1	0	1	-94.8782
8.345	1	0	1	-94.8801
8.35	1	0	1	-94.8819
8.355	1	0	1	-94.8838
8.36	1	0	1	-94.8857
8.365	1	0	1	-94.8875
8.37	1	0	1	-94.8894
8.375	1	0	1	-94.8913
8.38	1	0	1	-94.8931
8.385	1	0	1	-94.895
8.386	1	0	1	-94.8954
8.39	1	0	1	-94.8969
8.395	1	0	1	-94.8987
8.4	1	0	1	-94.9006
8.405	1	0	1	-94.9025
8.41	1	0	1	-94.9043
8.415	1	0	1	-94.9062
8.42	1	0	1	-94.9081
8.425	1	0	1	-94.9099
8.43	1	0	1	-94.9118
8.435	1	0	1	-94.9137
8.44	1	0	1	-94.9155
8.445	1	0	1	-94.9174
8.45	1	0	1	-94.9192
8.455	1	0	1	-94.9211
8.46	1	0	1	-94.923
8.465	1	0	1	-94.9248
8.466	1	0	1	-94.9252
8.47	1	0	1	-94.9267
8.475	1	0	1	-94.9286
8.48	1	0	1	-94.9304
8.485	1	0	1	-94.9323
8.49	1	0	1	-94.9342
8.495	1	0	1	-94.936
8.5	1	0	1	-94.9379
8.505	1	0	1	-94.9398
8.51	1	0	1	-94.9417
8.515	1	0	1	-94.9435
8.516	1	0	1	-94.9439
8.517	1	0	1	-94.9443
8.52	1	0	1	-94.9454
8.522	1	0	1	-94.9461
8.525	1	0	1	-94.9473
8.53	1	0	1	-94.9491
8.535	1	0	1	-94.951
8.54	1	0	1	-94.9529
8.545	1	0	1	-94.9547
8.546	1	0	1	-94.9551
8.55	1	0	1	-94.9566
8.555	1	0	1	-94.9585
8.56	1	0	1	-94.9603
8.565	1	0	1	-94.9622
8.57	1	0	1	-94.9641
8.575	1	0	1	-94.9659
8.58	1	0	1	-94.9678
8.585	1	0	1	-94.9697
8.59	1	0	1	-94.9715
8.595	1	0	1	-94.9734
8.6	1	0	1	-94.9753
8.605	1	0	1	-94.9771
8.61	1	0	1	-94.979
8.615	1	0	1	-94.9809
8.62	1	0	1	-94.9827
8.625	1	0	1	-94.9846
8.626	1	0	1	-94.985
8.63	1	0	1	-94.9865
8.635	1	0	1	-94.9883
8.64	1	0	1	-94.9902
8.645	1	0	1	-94.9921
8.65	1	0	1	-94.994
8.655	1	0	1	-94.9958
8.66	1	0	1	-94.9977
8.665	1	0	1	-94.9996
8.67	1	0	1	-95.0014
8.675	1	0	1	-95.0033
8.68	1	0	1	-95.0052
8.685	1	0	1	-95.007
8.69	1	0	1	-95.0089
8.695	1	0	1	-95.0108
8.7	1	0	1	-95.0126
8.705	1	0	1	-95.0145
8.706	1	0	1	-95.0149
8.71	1	0	1	-95.0164
8.715	1	0	1	-95.0182
8.72	1	0	1	-95.0201
8.725	1	0	1	-95.022
8.73	1	0	1	-95.0239
8.735	1	0	1	-95.0257
8.74	1	0	1	-95.0276
8.745	1	0	1	-95.0295
8.75	1	0	1	-95.0313
8.755	1	0	1	-95.0332
8.76	1	0	1	-95.0351
8.765	1	0	1	-95.0369
8.77	1	0	1	-95.0388
8.775	1	0	1	-95.0407
8.78	1	0	1	-95.0426
8.785	1	0	1	-95.0444
8.786	1	0	1	-95.0448
8.79	1	0	1	-95.0463
8.795	1	0	1	-95.0482
8.8	1	0	1	-95.05
8.805	1	0	1	-95.0519
8.81	1	0	1	-95.0538
8.815	1	0	1	-95.0556
8.82	1	0	1	-95.0575
8.825	1	0	1	-95.0594
8.83	1	0	1	-95.0613
8.835	1	0	1	-95.0631
8.84	1	0	1	-95.065
8.845	1	0	1	-95.0669
8.85	1	0	1	-95.0687
8.855	1	0	1	-95.0706
8.86	1	0	1	-95.0725
8.865	1	0	1	-95.0743
8.866	1	0	1	-95.0747
8.87	1	0	1	-95.0762
8.875	1	0	1	-95.0781
8.88	1	0	1	-95.08
8.885	1	0	1	-95.0818
8.89	1	0	1	-95.0837
8.895	1	0	1	-95.0856
8.9	1	0	1	-95.0874
8.905	1	0	1	-95.0893
8.91	1	0	1	-95.0912
8.915	1	0	1	-95.0931
8.92	1	0	1	-95.0949
8.925	1	0	1	-95.0968
8.93	1	0	1	-95.0987
8.935	1	0	1	-95.1005
8.94	1	0	1	-95.1024
8.945	1	0	1	-95.1043
8.946	1	0	1	-95.1047
8.95	1	0	1	-95.1062
8.955	1	0	1	-95.108
8.96	1	0	1	-95.1099
8.965	1	0	1	-95.1118
8.97	1	0	1	-95.1136
8.975	1	0	1	-95.1155
8.98	1	0	1	-95.1174
8.985	1	0	1	-95.1193
8.99	1	0	1	-95.1211
8.995	1	0	1	-95.123
9	1	0	1	-95.1249
9.005	1	0	1	-95.1268
9.01	1	0	1	-95.1286
9.015	1	0	1	-95.1305
9.02	1	0	1	-95.1324
9.025	1	0	1	-95.1342
9.026	1	0	1	-95.1346
9.03	1	0	1	-95.1361
9.035	1	0	1	-95.138
9.04	1	0	1	-95.1399
9.045	1	0	1	-95.1417
9.05	1	0	1	-95.1436
9.055	1	0	1	-95.1455
9.06	1	0	1	-95.1473
9.065	1	0	1	-95.1492
9.07	1	0	1	-95.1511
9.075	1	0	1	-95.153
9.08	1	0	1	-95.1548
9.085	1	0	1	-95.1567
9.09	1	0	1	-95.1586
9.095	1	0	1	-95.1605
9.1	1	0	1	-95.1623
9.105	1	0	1	-95.1642
9.106	1	0	1	-95.1646
9.11	1	0	1	-95.1661
9.115	1	0	1	-95.1679
9.12	1	0	1	-95.1698
9.125	1	0	1	-95.1717
9.13	1	0	1	-95.1736
9.135	1	0	1	-95.1754
9.14	1	0	1	-95.1773
9.145	1	0	1	-95.1792
9.15	1	0	1	-95.1811
9.155	1	0	1	-95.1829
9.16	1	0	1	-95.1848
9.165	1	0	1	-95.1867
9.17	1	0	1	-95.1886
9.175	1	0	1	-95.1904
9.18	1	0	1	-95.1923
9.185	1	0	1	-95.1942
9.186	1	0	1	-95.1946
9.19	1	0	1	-95.196
9.195	1	0	1	-95.1979
9.2	1	0	1	-95.1998
9.205	1	0	1	-95.2017
9.21	1	0	1	-95.2035
9.215	1	0	1	-95.2054
9.22	1	0	1	-95.2073
9.225	1	0	1	-95.2092
9.23	1	0	1	-95.211
9.235	1	0	1	-95.2129
9.24	1	0	1	-95.2148
9.245	1	0	1	-95.2167
9.25	1	0	1	-95.2185
9.255	1	0	1	-95.2204
9.26	1	0	1	-95.2223
9.265	1	0	1	-95.2242
9.266	1	0	1	-95.2245
9.27	1	0	1	-95.226
9.275	1	0	1	-95.2279
9.28	1	0	1	-95.2298
9.285	1	0	1	-95.2317
9.29	1	0	1	-95.2335
9.295	1	0	1	-95.2354
9.3	1	0	1	-95.2373
9.305	1	0	1	-95.2392
9.31	1	0	1	-95.241
9.315	1	0	1	-95.2429
9.32	1	0	1	-95.2448
9.325	1	0	1	-95.2467
9.33	1	0	1	-95.2485
9.335	1	0	1	-95.2504
9.34	1	0	1	-95.2523
9.345	1	0	1	-95.2542
9.346	1	0	1	-95.2545
9.35	1	0	1	-95.256
9.355	1	0	1	-95.2579
9.36	1	0	1	-95.2598
9.365	1	0	1	-95.2617
9.37	1	0	1	-95.2635
9.375	1	0	1	-95.2654
9.38	1	0	1	-95.2673
9.385	1	0	1	-95.2692
9.39	1	0	1	-95.271
9.395	1	0	1	-95.2729
9.4	1	0	1	-95.2748
9.405	1	0	1	-95.2767
9.41	1	0	1	-95.2785
9.415	1	0	1	-95.2804
9.42	1	0	1	-95.2823
9.425	1	0	1	-95.2842
9.426	1	0	1	-95.2845
9.43	1	0	1	-95.286
9.435	1	0	1	-95.2879
9.44	1	0	1	-95.2898
9.445	1	0	1	-95.2917
9.45	1	0	1	-95.2935
9.455	1	0	1	-95.2954
9.46	1	0	1	-95.2973
9.465	1	0	1	-95.2992
9.47	1	0	1	-95.301
9.475	1	0	1	-95.3029
9.48	1	0	1	-95.3048
9.485	1	0	1	-95.3067
9.49	1	0	1	-95.3085
9.495	1	0	1	-95.3104
9.5	1	0	1	-95.3123
9.505	1	0	1	-95.3142
9.506	1	0	1	-95.3145
9.51	1	0	1	-95.316
9.515	1	0	1	-95.3179
9.52	1	0	1	-95.3198
9.525	1	0	1	-95.3217
9.53	1	0	1	-95.3236
9.535	1	0	1	-95.3254
9.54	1	0	1	-95.3273
9.545	1	0	1	-95.3292
9.55	1	0	1	-95.3311
9.555	1	0	1	-95.3329
9.56	1	0	1	-95.3348
9.565	1	0	1	-95.3367
9.57	1	0	1	-95.3386
9.575	1	0	1	-95.3404
9.58	1	0	1	-95.3423
9.585	1	0	1	-95.3442
9.586	1	0	1	-95.3446
9.59	1	0	1	-95.3461
9.595	1	0	1	-95.3479
9.6	1	0	1	-95.3498
9.605	1	0	1	-95.3517
9.61	1	0	1	-95.3536
9.615	1	0	1	-95.3555
9.62	1	0	1	-95.3573
9.625	1	0	1	-95.3592
9.63	1	0	1	-95.3611
9.635	1	0	1	-95.363
9.64	1	0	1	-95.3648
9.645	1	0	1	-95.3667
9.65	1	0	1	-95.3686
9.655	1	0	1	-95.3705
9.66	1	0	1	-95.3723
9.665	1	0	1	-95.3742
9.666	1	0	1	-95.3746
9.67	1	0	1	-95.3761
9.675	1	0	1	-95.378
9.68	1	0	1	-95.3799
