Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
7.74886	UE  PHY Txed	774	8	0	1	1	0	SRS
7.82886	UE  PHY Txed	782	8	0	1	1	0	SRS
7.90886	UE  PHY Txed	790	8	0	1	1	0	SRS
7.98886	UE  PHY Txed	798	8	0	1	1	0	SRS
8.06886	UE  PHY Txed	806	8	0	1	1	0	SRS
8.14886	UE  PHY Txed	814	8	0	1	1	0	SRS
8.22886	UE  PHY Txed	822	8	0	1	1	0	SRS
8.30886	UE  PHY Txed	830	8	0	1	1	0	SRS
8.38886	UE  PHY Txed	838	8	0	1	1	0	SRS
8.46886	UE  PHY Txed	846	8	0	1	1	0	SRS
8.50293	UE  PHY Txed	850	2	0	1	0	0	SR
8.54886	UE  PHY Txed	854	8	0	1	1	0	SRS
8.62886	UE  PHY Txed	862	8	0	1	1	0	SRS
8.70886	UE  PHY Txed	870	8	0	1	1	0	SRS
8.78886	UE  PHY Txed	878	8	0	1	1	0	SRS
8.86886	UE  PHY Txed	886	8	0	1	1	0	SRS
8.94886	UE  PHY Txed	894	8	0	1	1	0	SRS
9.02886	UE  PHY Txed	902	8	0	1	1	0	SRS
9.10886	UE  PHY Txed	910	8	0	1	1	0	SRS
9.18886	UE  PHY Txed	918	8	0	1	1	0	SRS
9.26886	UE  PHY Txed	926	8	0	1	1	0	SRS
9.34886	UE  PHY Txed	934	8	0	1	1	0	SRS
9.42886	UE  PHY Txed	942	8	0	1	1	0	SRS
9.50886	UE  PHY Txed	950	8	0	1	1	0	SRS
9.58886	UE  PHY Txed	958	8	0	1	1	0	SRS
9.66886	UE  PHY Txed	966	8	0	1	1	0	SRS
9.74886	UE  PHY Txed	974	8	0	1	1	0	SRS
9.82886	UE  PHY Txed	982	8	0	1	1	0	SRS
9.90886	UE  PHY Txed	990	8	0	1	1	0	SRS
9.98886	UE  PHY Txed	998	8	0	1	1	0	SRS
10.0689	UE  PHY Txed	1006	8	0	1	1	0	SRS
10.1489	UE  PHY Txed	1014	8	0	1	1	0	SRS
10.2289	UE  PHY Txed	1022	8	0	1	1	0	SRS
10.3089	UE  PHY Txed	1030	8	0	1	1	0	SRS
10.3889	UE  PHY Txed	1038	8	0	1	1	0	SRS
10.4689	UE  PHY Txed	1046	8	0	1	1	0	SRS
10.5029	UE  PHY Txed	1050	2	0	1	0	0	SR
10.5489	UE  PHY Txed	1054	8	0	1	1	0	SRS
10.6289	UE  PHY Txed	1062	8	0	1	1	0	SRS
